sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ODO1694268110097495,DJ5635-600,33.8,21.4,11.4,1
ODO1694268110097495,DJ5635-600,33.8,21.4,11.4,1
TBNK2309122602,BV2763-410,35,27,2.3,1
TBNK2309122602,FN7499-029,34,24.1,12,1
TBNK2309176111,DV1296-010,50,39,4,1
TBNK2309176111,DV5477-401,33.6,20.6,11.4,1
TBNK2309176111,DV5477-401,33.6,20.6,11.4,1
TBNK2309347229,AR5005-493,38,29,1,1
TBNK2309347229,DD1391-100,34.4,21.8,12.2,1
TBNK2309347229,FD6923-100,30,21,10,1
TBNK2309347229,DV9737-010,52.2,43.2,7.4,1
ODO1694016171235671,DX6659-010,26.2,17.6,3,1
ODO1694016171235671,FB3272-838,30,32,4.5,1
ODO1694016171235671,FJ7067-114,34.6,24.2,12,1
ODO1694016171235671,DH4058-011,30.2,23.5,5.2,1
ODO1694332549425649,FB7787-010,26,13,0.5,1
ODO1694332549425649,FJ2449-100,27.8,21,4,1
ODO1694332549425649,FN3432-001,31.8,23,12,1
ODO1694332549425649,DX1488-100,37,26,1.5,1
ODO1694332549425649,FD6923-100,30,21,10,1
ODO1694332549425649,FB7787-065,27.8,24.3,4,1
ODO1694332549425649,DX1488-010,37,26,1.5,1
TBNK2309086070,CZ9071-010,39,33.5,1.4,1
TBNK2309086070,DD1869-107,34.4,23.4,12.1,1
TBNK2309200150,DA2123-100,22.5,10,7,1
TBNK2309200150,FJ0980-001,34.7,23.4,12.1,1
TBNK2309200150,SX5854-010,24.2,11.6,8.4,1
TBNK2309258905,FQ6996-010,36.2,27.7,4,1
TBNK2309258905,DA7698-105,33.6,20.6,11.4,1
TBNK2309258905,FJ1054-100,33.6,24.1,12,1
TBNK2309277441,BV2663-479,37,27,4.1,1
TBNK2309277441,DV5429-600,32.9,20.5,14.4,1
TBNK2309315725,AR5005-411,11.7,6.6,2.7,1
TBNK2309315725,DM3493-002,33.5,21.1,11.6,1
TBNK2309315725,AR5005-386,38,30,0.88,1
TBNK2309315725,DM3493-002,33.5,21.1,11.6,2
TBNK2309339026,DX9564-101,40,29,1,1
TBNK2309339026,DM3493-002,33.5,21.1,11.6,3
ODO1694008919879498,DM7028-010,54.2,38.9,7.1,1
ODO1694008919879498,FN6603-600,32.8,17.5,12,1
ODO1694008934245399,DX4397-103,31.4,22.2,11.8,1
ODO1694008934245399,DX9656-010,24.8,10.8,3.6,1
ODO1694008934245399,DX9656-010,24.8,10.8,3.6,1
ODO1694008934245399,DX4397-103,31.4,22.2,11.8,1
ODO1694233910347767,DM9236-100,33,26,2,1
ODO1694233910347767,DR1343-100,35,29,1,1
ODO1694233910347767,FJ5918-100,30,24,1.1,1
ODO1694233910347767,FB5465-716,38,35.2,2.2,1
ODO1694233910347767,FV2646-010,10.3,8.9,3.6,1
ODO1694281790408993,DD2795-103,27.5,22,5.5,1
ODO1694281790408993,DH3160-103,33.6,21.2,11.2,1
ODO1694281790408993,DH3160-103,33,20.5,14.1,1
ODO1694281790408993,DH3160-103,33.6,21.2,11.2,1
ODO1694281790408993,DH3160-103,33.6,21.2,11.2,1
TBNK2309142113,DV9858-010,38,28,1,1
TBNK2309142113,DH3392-100,34.8,23.8,12.6,1
TBNK2309142113,FN8892-191,33,21.4,12,1
TBNK2309142113,DZ2522-001,29.7,22.7,12,1
TBNK2309142113,DH3392-700,34.8,23.8,12.6,1
TBNK2309142113,FJ2372-010,33.9,29.5,4,1
TBNK2309190284,FB5513-121,38,29.5,1.2,1
TBNK2309190284,FN3706-010,34.5,29.1,2,1
TBNK2309190284,FV1129-010,37.5,29,1.2,1
TBNK2309190284,DV5477-700,33.5,21.6,12,1
TBNK2309190284,FV1129-100,37.5,29,1.2,1
TBBN2309055384,DD0559-010,49,38,2.5,1
TBBN2309055384,BQ5448-123,30,21.4,11.6,1
ODO1694022469958375,AC2286-924,27,12.5,1,1
ODO1694022469958375,AC2286-924,27,12.5,1,1
ODO1694022469958375,DH2987-101,33.6,21.4,11.6,1
ODO1694005190544809,FJ7229-010,34.1,26.1,2,1
ODO1694005190544809,FQ0352-480,30.1,26.9,4,1
ODO1694005190544809,DV4356-100,33.8,24.1,12,1
TBNK2309134540,DX7665-902,35.6,32.322,8.555,1
TBNK2309134540,DH5128-101,33.5,20.8,11.7,1
TBNK2309134540,CJ1671-106,33.6,21.4,11.6,1
TBNK2309339576,DB0490-010,41.5,15,2,2
TBNK2309339576,FB3354-001,33.7,23,14.6,2
TBBN2309073550,FD3128-121,30,25,2.3,1
TBBN2309073550,FV2711-010,11,10.2,4,1
TBBN2309073550,FV2695-010,12.1,7.5,3.4,1
TBBN2309073550,DV8996-002,30.4,21.5,11.5,1
ODO1694235230365512,SX7676-010,29,26,10,1
ODO1694235230365512,DR2695-002,34.6,22.5,15,1
TBNK2309087315,BV2714-010,11.2,8.3,5.5,2
TBNK2309087315,DC7695-002,33.2,21,11.4,1
TBNK2309116097,DX9786-100,54.5,41,5.5,1
TBNK2309116097,FN8507-800,30,20.6,10.4,1
TBNK2309193535,DX6015-010,27.6,23.3,4,1
TBNK2309193535,FJ7236-783,33.1,30.6,2,1
TBNK2309193535,DR1364-010,31.5,24,1.2,1
TBNK2309193535,FB1292-010,32.5,26,1.2,1
TBNK2309193535,CK0509-010,28.6,25,3,1
TBNK2309193535,819352-802,33.2,12.8,11.8,1
TBNK2309321733,BV2663-479,37.2,27,4,1
TBNK2309321733,DN1856-002,34.4,20.4,12.6,1
TBNK2309321733,BV2663-479,37.5,27.5,3.8,1
TBNK2309321733,DN1856-002,31.1,20.8,14.6,1
TBNK2309342573,DB0490-010,41.5,15,2,1
TBNK2309342573,DN1856-002,34.4,20.4,12.6,3
ODO1694008010185526,FN8918-111,30.1,21.9,12,1
ODO1694008010185526,FB5368-011,17.8,8.9,4,1
ODO1694008010185526,FB5368-011,17.8,8.9,4,1
ODO1694008010185526,FB5368-011,17.8,8.9,4,1
ODO1694009812930385,CN9675-102,33.2,12.8,11.8,1
ODO1694009812930385,DM3976-010,51,28,4.4,1
ODO1694047190170559,DX9632-902,48.8,16.6,11.9,1
ODO1694047190170559,DV7480-001,34.1,23,11.8,1
ODO1694047190170559,DX9632-902,48.8,16.6,11.9,1
ODO1694047190170559,DX9632-902,48.8,16.6,11.9,1
ODO169418909041628,FD0068-113,29,26,1.5,1
ODO169418909041628,DR0453-100,34.2,20.8,12.2,1
TBNK2309131717,DB0490-010,41.5,15,2,1
TBNK2309131717,DV4022-003,36,23.5,12.3,3
ODO1694017910965506,FD0928-063,29.2,24.6,2,1
ODO1694017910965506,FV2551-237,9.4,6.6,6.2,1
ODO1694017910965506,DQ9294-616,21.8,16.2,9,1
ODO1694017910965506,FZ6329-317,30,23.5,3.2,1
ODO169401581241442,HA6950-100,34.2,22,3.2,1
ODO169401581241442,FJ6812-283,49,38,3.7,1
ODO169401581241442,DV6246-010,45.1,36.1,9.9,1
ODO169401581241442,FJ6812-010,49,38,3.7,1
ODO169401581241442,DV6246-010,45.1,36.1,9.9,1
ODO1694002788697674,DR6091-078,13,10.4,3.8,1
ODO1694002788697674,DR6091-078,13,10.4,3.8,1
ODO1694002788697674,DX4399-106,30.2,21.3,11.3,1
ODO1694002788697674,DR6091-078,13,10.4,3.8,1
TBNK2309109214,DN3592-010,49,40,5.9,1
TBNK2309109214,DV0788-101,33.4,20.8,11.2,2
TBBJ2309034502,HA5507-100,37.8,13.2,4.4,9
TBBJ2309034502,553560-113,30,21.4,11.6,3
TBNK2309283090,DV1296-010,50,39,4,1
TBNK2309283090,DB0490-010,41.5,15,2,1
TBNK2309283090,FB3354-001,33,23.1,14.9,1
ODO1694009214861849,AR5252-107,31,21,1.5,1
ODO1694009214861849,DX7615-001,30.4,21.8,12,1
TBNK2309158559,DV9021-010,52.6,39.7,5.1,1
TBNK2309158559,FN9326-666,30.5,18.4,12,1
TBNK2309158559,DN1338-100,30,19.2,10.5,1
TBNK2309229008,DM6620-073,39,30,1.4,1
TBNK2309229008,FQ6851-101,35,24.6,12,1
TBNK2309234764,DV1296-010,50,39,4,1
TBNK2309234764,DR8786-001,34.4,23.2,12.2,1
TBNK2309336253,BV2667-686,38,28,3,2
TBNK2309336253,DM0211-002,35,23,12,1
ODO1694008929244135,SX5854-010,24,20.6,8.2,1
ODO1694008929244135,DV4345-100,33.2,20.8,11.2,1
ODO1694008929244135,DV4345-100,33.2,20.8,11.2,1
ODO1694008929244135,DV4345-100,33.2,20.8,11.2,1
ODO1694008929244135,DV4345-100,33.2,20.8,11.2,1
ODO1694002483974623,HA5507-100,37.8,13.2,4.4,1
ODO1694002483974623,553560-113,30,21.4,11.6,1
ODO1694002483974623,553560-113,30,21.4,11.6,1
ODO1694002483974623,HA5507-100,37.8,13.2,4.4,1
ODO1694002483974623,553560-113,30,21.4,11.6,1
ODO1694269489347337,AR5007-011,37,29,1,1
ODO1694269489347337,DM3493-002,33.5,21.1,11.6,1
ODO1694269489347337,AR5007-011,37,29,1,1
ODO1694269489347337,DM3493-002,33.5,21.1,11.6,1
ODO1694269489347337,DM3493-002,33.5,21.1,11.6,1
TBBJ2309019309,HA5507-100,37.8,13.2,4.4,9
TBBJ2309019309,553560-113,30,21.4,11.6,3
TBNK2309114925,DR6091-078,13,10.4,3.8,2
TBNK2309114925,DJ6013-104,36.8,24.8,13.8,1
TBNK2309179373,FB9948-904,27,24.4,18.9,1
TBNK2309179373,DZ2536-600,34.6,24.2,12,1
TBNK2309341939,CU6776-010,35.5,28.5,2.8,1
TBNK2309341939,DM3493-002,32.5,18.2,12.1,3
ODO1694014910791505,DM8186-084,30,20,2.1,1
ODO1694014910791505,CZ7836-100,33.2,12.8,11.8,1
ODO1694014910791505,FJ6153-010,19.7,19.7,3,1
ODO1694014910791505,DM8186-010,30,20,2.1,1
ODO1694047429833109,DX5080-100,31.5,26.8,9.3,1
ODO1694047429833109,CW2288-111,34,21,13.4,1
ODO1694273030543843,BV2663-479,37.5,27.5,3.8,1
ODO1694273030543843,BV2663-479,37.2,27,4,1
ODO1694273030543843,DV0834-100,33.4,21,11.4,1
ODO1694273030543843,BV2663-479,37.2,27,4,1
ODO1694273030543843,BV2663-479,37.5,27.5,3.8,1
ODO1694273030543843,BV2663-479,37.2,27,4,1
ODO1694275310349806,DH0858-010,35.7,27.2,1.4,1
ODO1694275310349806,DH0858-010,34,27,1.3,1
ODO1694275310349806,DH0858-010,35,27.5,1.2,1
ODO1694275310349806,DH0858-010,35.5,27,1.3,1
ODO1694275310349806,DN1856-002,34.4,20.4,12.6,1
TBNK2309133779,DQ6014-010,56.8,42.9,5.2,1
TBNK2309133779,DV4022-101,36,23.3,12.3,1
TBNK2309137285,DH0858-686,35,27.5,1.2,1
TBNK2309137285,DV3276-103,33.3,20.5,11.1,1
TBNK2309149757,DZ7314-091,14.5,11.6,3.2,1
TBNK2309149757,DQ9294-701,22.5,16,9,1
TBNK2309149757,DV8437-045,39,29,1.3,1
TBNK2309149757,DH9074-011,38,26.5,2,1
TBNK2309149757,AR5005-063,38,29,1.1,1
TBNK2309338243,CU6776-010,35.5,27.5,2.8,1
TBNK2309338243,FB3354-001,33.7,23,14.6,2
ODO1694020010575940,FZ6155-011,13.5,10.3,3.211,1
ODO1694020010575940,DC0479-009,21.8,16.2,9,1
ODO169400908961050,FD0064-113,30,27,1,1
ODO169400908961050,FD0820-100,30.2,18.3,13.2,1
ODO169400908961050,DQ1470-100,29.8,19.1,10.2,1
ODO1694014310711422,CJ7863-010,28,24,4,1
ODO1694014310711422,DJ6038-002,27.6,21.4,10.6,1
ODO1694014310711422,FD2992-010,11.4,9.2,4,1
ODO1694014310711422,FD3019-010,24.7,16.2,4,1
ODO1694002636521204,FJ7725-100,38,29,1.5,1
ODO1694002636521204,CW2288-001,34.5,21,12,1
ODO1694002636521204,FJ7725-100,38,29,1.5,1
ODO1694014969731745,FV3154-010,14,8.6,4.4,1
ODO1694014969731745,FQ0707-110,32.3,14.4,5,1
ODO1694014969731745,FV3322-126,30,15,0.1,1
ODO1694012750676771,CK6366-010,38,28,3.6,1
ODO1694012750676771,DH2987-101,33.6,21.4,11.6,1
ODO1694012750676771,DH2987-101,33.6,21.4,11.6,1
TBNK2309101521,CZ9071-010,39,33.5,1.4,1
TBNK2309101521,FB7179-001,35,23.2,12,2
TBNK2309156955,SX7625-100,23,22,8,1
TBNK2309156955,DA2123-100,22.5,10,7,1
TBNK2309156955,FB9948-905,31,25.5,14.3,1
TBNK2309156955,SX7557-100,28,26,8,1
TBNK2309156955,DJ6013-404,35.8,23.6,13,1
TBNK2309156955,DR8788-300,41,25.2,14,1
TBNK2309294550,DH4058-011,29,19.5,5.8,1
TBNK2309294550,DM0829-001,30,21.4,11.6,1
ODO169400892734617,AR4999-013,29,25,2,1
ODO169400892734617,BV2763-063,35,27,2,1
ODO169400892734617,DV2436-001,34.6,22.6,14.6,1
ODO1694008923111741,FB9948-902,25.9,22.5,19.6,1
ODO1694008923111741,BV1358-003,30.4,21.2,10.4,1
ODO1694008923111741,DD2795-011,28,24,5.2,1
ODO1694016589741170,FZ6155-010,29.561,7.2,3.911,1
ODO1694016589741170,FV5992-200,30,25,1.2,1
ODO1694016589741170,FV2707-100,26,13,0.5,1
ODO1694016589741170,FQ0824-100,25,22,0.5,1
ODO1694016589741170,FQ3657-324,24.5,21.5,1,1
ODO1694014130151171,DM6420-010,35.5,30,2.7,1
ODO1694014130151171,DD1503-103,29.8,19.2,10.8,1
ODO1694014130402180,BV2667-063,37.5,29.6,2.3,1
ODO1694014130402180,DJ6013-104,34.4,23.2,12.2,1
TBNK2309309225,DX0812-783,36,29,3.7,1
TBNK2309309225,FQ6871-111,29.3,21.9,12,1
TBNK2309325800,DM4623-010,28,18,2.5,1
TBNK2309325800,DX2294-400,31,21.6,11.4,1
TBNK2309339771,DB0490-010,41.5,15,2,1
TBNK2309339771,DM0211-001,35.6,23.4,12.2,1
ODO1694008944852592,HA5507-100,37.8,13.2,4.4,1
ODO1694008944852592,DX4397-103,32,23.4,12.2,1
ODO1694008944852592,DX4397-103,32,23,12,1
ODO1694008944852592,HA5507-100,37.8,13.2,4.4,1
ODO1694008944852592,HA5507-100,37.8,13.2,4.4,1
ODO1694008944852592,DV5304-219,36.6,23.2,4.6,1
ODO1694173789811969,DM6420-104,34,29,2.6,1
ODO1694173789811969,DV4023-102,33.4,20.2,11.4,1
ODO1694271830423535,DV1296-010,50,39,4,1
ODO1694271830423535,DX4399-106,29.5,22.2,12,1
ODO1694268650313641,CU6776-010,34,28,2.8,1
ODO1694268650313641,CU6776-010,34,28,2.8,1
ODO1694268650313641,CU6776-010,34,28,2.8,1
ODO1694268650313641,CU6776-010,34,28,2.8,1
ODO1694268650313641,DJ3624-002,35.4,24.2,13,1
ODO1694268650313641,CU6776-010,34,28,2.8,1
TBNK2309257734,DB0490-010,41.5,15,2,1
TBNK2309257734,DR2695-002,34.1,20.1,14.9,1
ODO1694002819812635,DN3592-010,49,40,5.9,1
ODO1694002819812635,CW2288-001,34,21,12,1
ODO169401443064456,SX7557-100,29,27,7.8,1
ODO169401443064456,DV0788-101,33.4,20.8,11.4,1
ODO169401443064456,SX7557-100,29,27,7.8,1
ODO169401443064456,DV0788-101,33.4,20.8,11.4,1
ODO1694002698389982,DX4399-106,29.5,22.2,12,1
ODO1694002698389982,DR6091-078,13,10.4,3.8,1
ODO1694002698389982,DR6091-078,13,10.4,3.8,1
ODO1694002698389982,DR6091-078,13,10.4,3.8,1
ODO169426505193179,SX7676-100,29,20,9.5,1
ODO169426505193179,BV1358-003,30.4,21.2,10.4,1
ODO169426505193179,SX7676-100,29,20,9.5,1
ODO169426505193179,SX7676-010,29,20,9.5,1
ODO169426505193179,SX7676-010,29,20,9.5,1
TBNK2309134097,FB7915-010,28.9,21.2,4,1
TBNK2309134097,SX7625-100,23,22,8,2
TBNK2309134097,DJ6013-104,35.2,24.2,13,1
TBNK2309146131,DX9522-480,25,15,1,1
TBNK2309146131,819352-001,32.9,12,13.6,1
TBNK2309146131,CZ7836-001,33.2,12.8,11.8,1
TBNK2309152672,DV9737-010,46.9,42.9,8.6,1
TBNK2309152672,FJ5429-133,34.7,23.4,12.1,1
TBNK2309175828,DX1422-100,26,23,1.4,1
TBNK2309175828,DD9682-100,33.2,21,11.4,1
TBNK2309230955,DX7905-010,35.1,30.7,2,1
TBNK2309230955,DX7905-100,35.5,30.6,2,1
TBNK2309230955,DX7905-010,31.5,30.7,2,1
TBNK2309230955,FQ7005-131,33.2,12.8,11.8,1
TBNK2309130382,553558-481,31.8,22.8,12,1
TBNK2309130382,DX1488-010,39,28,1.6,1
TBNK2309130382,SX7677-100,30.5,28.5,7.8,2
TBNK2309130382,DX2716-410,30,21,0.5,1
TBNK2309130382,DX1488-410,39,28,1.6,1
TBBN2309060830,DZ9494-752,8.1,4.3,4,1
TBBN2309060830,DV4356-100,34,21.8,12,1
ODO1694003163511449,DV5304-219,36.6,23.2,4.6,1
ODO1694003163511449,DV5304-219,36.6,23.2,4.6,1
ODO1694003163511449,DV5304-219,36.6,23.2,4.6,1
ODO1694003163511449,DV5304-219,36.6,23.2,4.6,1
ODO1694003163511449,DV5304-219,36.6,23.2,4.6,1
ODO1694003163511449,DV5304-219,36.6,23.2,4.6,1
ODO1694003163511449,DV5304-219,36.6,23.2,4.6,1
ODO1694003163511449,DX4397-103,34,23.8,12.4,1
ODO1694003163511449,DV5304-219,36.6,23.2,4.6,1
ODO1694022230345674,DV1296-010,50,39,4,1
ODO1694022230345674,DV0834-100,33.4,21,11.4,1
ODO1694022230345674,DV0788-101,34.2,23.4,12,1
ODO1694270990491812,BV2663-479,37,27,4.1,1
ODO1694270990491812,BV2663-479,37,27,4.1,1
ODO1694270990491812,FB3354-001,33.2,20.8,11.5,1
ODO1694270990491812,BV2663-479,37.5,27.5,3.8,1
ODO1694270990491812,BV2663-479,37,27,4.1,1
ODO1694270990491812,BV2663-479,37.5,27.5,3.8,1
TBNK2309181900,DQ5827-010,40,30,1,1
TBNK2309181900,DH3827-902,31,30,7.8,1
TBNK2309181900,DV2018-101,33.6,20.6,11.4,1
TBNK2309181900,DH8922-100,27.5,25,1.2,1
TBNK2309340473,DV3956-014,21,13.5,4.8,1
TBNK2309340473,FJ7742-121,35.6,15.2,13.2,1
TBNK2309340473,DD9291-102,33.3,20.5,11.1,4
ODO1694089250545105,DD2795-011,27,26,5,1
ODO1694089250545105,AO0269-101,34.4,23.6,12.4,1
ODO1694080850297167,DV1296-010,50,39,4,1
ODO1694080850297167,DV0834-100,33.4,21,11.4,1
ODO1694268770515114,DH8922-010,28,24,1.2,1
ODO1694268770515114,DJ3624-002,35.4,24.2,13,1
ODO1694268770515114,DJ3624-002,35.4,24.2,13,1
ODO1694268770515114,DJ3624-002,35.4,24.2,13,1
TBNK2309246620,DV1296-010,50,39,4,1
TBNK2309246620,DR8786-001,34.4,23.2,12.2,1
ODO1694002858662350,DZ4490-001,27.7,22,12,1
ODO1694002858662350,FV3151-425,12.8,10.2,3.7,1
ODO1694015209805256,BV2667-063,26,13,0.5,1
ODO1694015209805256,DJ6013-104,36.1,23.8,12.6,1
ODO1694019590437541,FD3127-010,29.8,24.2,3.1,1
ODO1694019590437541,DX5544-001,27.8,22,12.8,1
ODO1694010351306788,DN0588-925,18.6,5.2,0.3,1
ODO1694010351306788,DR6965-100,33.3,20.5,11.1,1
ODO1694047609961572,FB1267-536,28.6,25.4,2,1
ODO1694047609961572,FB2356-100,28,21.2,10.2,1
ODO1694094169464639,DV0788-101,34.2,23.4,12,1
ODO1694094169464639,DN3592-010,49,40,5.9,1
ODO1694094169464639,DV0788-101,34.2,23.4,12,1
ODO1694123331475221,DV5304-219,36.6,23.2,4.6,1
ODO1694123331475221,DV5304-219,36.6,23.2,4.6,1
ODO1694123331475221,CK9246-136,35.2,24.6,12.6,1
TBNK2309133795,DO6620-390,34,22.5,3.6,1
TBNK2309133795,DV9011-001,33.4,20.2,11.4,1
TBNK2309133795,FD7287-532,26,13,0.5,1
TBNK2309133795,FQ0697-072,35.1,28.8,4,1
TBNK2309133795,FB8126-121,36,28.5,1.2,1
TBNK2309133795,DQ6028-491,49.4,41.6,4.1,1
TBNK2309164655,SX4863-010,25,17.8,7.2,1
TBNK2309164655,DD9682-100,33.2,21,11.4,2
ODO1694003278614353,DV5304-219,36.6,23.2,4.6,1
ODO1694003278614353,DV5304-219,36.6,23.2,4.6,1
ODO1694003278614353,DX4397-103,31.4,22.2,11.8,1
ODO1694003278614353,DV5304-219,36.6,23.2,4.6,1
ODO1694003278614353,DV5304-219,36.6,23.2,4.6,1
ODO1694003278614353,DV5304-219,36.6,23.2,4.6,1
ODO1694003278614353,DV5304-219,36.6,23.2,4.6,1
ODO1694003278614353,DV5304-219,36.6,23.2,4.6,1
ODO1694003278614353,DV5304-219,36.6,23.2,4.6,1
ODO1694030989387850,BV2663-479,38,27,4.4,1
ODO1694030989387850,BV2663-479,38,27,4.4,1
ODO1694030989387850,BV2663-479,38,27,4.4,1
ODO1694030989387850,DN3606-720,15,14,8,1
ODO1694030989387850,BV2663-479,38,27,4.4,1
ODO1694030989387850,BV2663-479,38,27,4.4,1
ODO1694030989387850,BV2663-479,38,27,4.4,1
ODO1694007591379463,DX0814-029,40,33.5,4.3,1
ODO1694007591379463,CJ9179-200,34,21,11.6,1
TBBN2309024787,FV3151-425,12.8,10.2,3.7,1
TBBN2309024787,FQ0707-100,34.1,22.8,5,1
TBBN2309024787,DX5486-065,35,27,2.8,1
TBBN2309024787,FD3019-010,26.4,22.3,4,1
TBBN2309024787,FQ0706-010,26.6,21.3,5,1
TBBN2309024787,FZ6214-480,13.2,10.1,3.1,1
TBBN2309024787,DV8992-400,27.6,21.8,10.4,1
TBBN2309024787,CJ7863-010,27,23,6.3,1
TBBN2309051456,FV3323-010,11.4,6.5,4.6,1
TBBN2309051456,FV3227-010,26,26,1.2,1
TBBN2309051456,FV3268-100,11,6,3.6,1
TBNK2309297136,DV1296-010,50,39,4,1
TBNK2309297136,CW2288-111,33.2,21,11.4,1
ODO1694002725289972,DR6091-078,13,10.4,3.8,1
ODO1694002725289972,DR6091-078,13,10.4,3.8,1
ODO1694002725289972,DX4399-106,30.2,21.3,11.3,1
ODO1694002725289972,DR6091-078,13,10.4,3.8,1
ODO1694002696943911,DR6091-078,13,10.4,3.8,1
ODO1694002696943911,DR6091-078,13,10.4,3.8,1
ODO1694002696943911,DR6091-078,13,10.4,3.8,1
ODO1694002696943911,DX4399-106,30.3,22.3,12,1
ODO1694071490228290,CZ4463-010,32,21,2,1
ODO1694071490228290,DZ2780-100,32.8,21.1,12,1
ODO1694258990168200,BV2667-063,37.5,29.6,2.3,1
ODO1694258990168200,DV0834-100,33.4,21,11.4,1
ODO1694258990168200,BV2667-063,37.5,29.6,2.3,1
TBNK2309133902,DD2795-011,27,26,5,1
TBNK2309133902,DX7911-100,37,28,1.1,1
TBNK2309133902,FQ6873-101,29.8,18.8,10.4,1
TBNK2309141342,BV2667-010,39.6,29.2,2.2,1
TBNK2309141342,DV0788-101,35.2,24.2,13,2
TBNK2309171842,AR5007-100,26,15.6,3.2,1
TBNK2309171842,AR5007-410,38,30,1,1
TBNK2309171842,DH3162-100,34,21,11.2,1
TBNK2309246979,DN3592-010,49,40,5.9,1
TBNK2309246979,DV0788-101,34.2,23.4,12,2
ODO1694009159806984,DX9632-902,46.8,13,11.8,1
ODO1694009159806984,CD9054-200,30,21,0.5,1
ODO1694009159806984,CD9054-200,30,21,0.5,1
ODO1694016109377141,FD3019-063,28.7,25,4,1
ODO1694016109377141,DV1033-100,32.5,12.5,11.5,1
ODO1694016109377141,BV2667-063,39.6,29.2,2.2,1
ODO1694016109377141,DM6822-010,38.5,30,2.6,1
ODO1694016109377141,415445-102,34.4,23.6,12.4,1
ODO1694014370366722,DV1296-010,50,39,4,1
ODO1694014370366722,DR8786-001,34.4,23.2,12.2,1
ODO1694014370366722,DR8786-001,34.4,23.2,12.2,1
ODO1694015749902458,FQ0367-666,10.8,8.1,4.8,1
ODO1694015749902458,DC3729-003,30.8,19.8,11.4,1
ODO1694015749902458,DM6184-010,34,30,1.9,1
TBBN2309024300,DZ9494-752,8.1,4.3,4,1
TBBN2309024300,343938-013,23.6,16.6,9.2,1
TBBN2309025126,HA6950-100,34.2,22,3.2,1
TBBN2309025126,DQ0473-100,26.5,20.5,10,2
TBBN2309071622,DV6246-010,45.1,36.1,9.9,1
TBBN2309071622,FN8896-131,29.6,22,12,1
ODO1694012632328979,FV2693-410,18,12,4,1
ODO1694012632328979,FV3042-247,26,13,0.5,1
ODO1694012632328979,FV3042-247,26,13,0.5,1
ODO1694015329953843,FQ0694-100,34,24,0.8,1
ODO1694015329953843,FV2856-690,26,13,0.5,1
ODO1694015329953843,FJ5918-663,27.5,24,1.4,1
ODO1694015329953843,BV2667-063,36,29.2,2.3,1
ODO1694015329953843,CQ4298-010,27.5,21,3.5,1
ODO1694184829843525,FB7552-010,37,34.3,4,1
ODO1694184829843525,DD1391-100,34.4,21.8,12.2,1
ODO1694184829843525,CK6366-010,38,28,3.6,1
TBNK2309126845,DB0490-010,41.5,15,2,1
TBNK2309126845,DC3729-003,33.2,21,11.4,1
TBNK2309130885,DX1488-425,34,27,1.8,1
TBNK2309130885,DV0788-101,35.2,24.2,13,1
TBNK2309130885,DV2436-100,35.2,24.6,13.4,2
TBNK2309235944,FB5368-011,19.9,14.2,4,1
TBNK2309235944,DC4769-102,30,18.6,10.8,1
TBNK2309329806,DM1828-010,9.3,6.2,3.1,1
TBNK2309329806,DM3493-002,32.4,17.7,11.8,3
ODO1694014550502782,DN3592-010,49,40,5.9,1
ODO1694014550502782,DV0788-101,33.4,20.8,11.4,1
TBBN2309027069,DV1296-010,50,39,4,1
TBBN2309027069,CD9054-200,28,22,10.6,1
TBNK2309149747,DH4058-302,30,23.5,5,1
TBNK2309149747,DV2436-001,34.7,22.6,14.7,1
TBNK2309149747,DX0503-063,39,29,2.4,1
TBNK2309149747,DM6334-289,37.5,29.5,1.5,1
TBNK2309149747,FJ7225-442,33.4,28.6,2,1
TBNK2309187774,DV9814-010,26.4,24.9,4,1
TBNK2309187774,DJ6013-104,36.1,23.8,12.6,1
TBNK2309343856,DH8922-010,27,22.5,2,2
TBNK2309343856,FD0667-100,29.5,20.6,14,2
ODO1694094169622643,DN3592-010,49,40,5.9,1
ODO1694094169622643,DV0788-101,34.2,23.4,12,1
ODO1694094169622643,DV0788-101,34.2,23.4,12,1
ODO1694259890044393,BV2667-063,38,29.4,2.5,1
ODO1694259890044393,BV2667-063,38,29.4,2.5,1
ODO1694259890044393,FB3354-001,32.5,20.9,14,1
TBBN2309027057,FD3019-010,24.7,16.2,4,1
TBBN2309027057,FD2992-010,11.4,9.2,4,1
TBBN2309027057,DV5457-400,26,21.3,12,1
TBBN2309028044,FZ6155-010,10.6,6.2,3.8,1
TBBN2309028044,343938-013,23.6,16.6,9.2,1
TBNK2309229708,FQ7008-306,30,10,1.5,1
TBNK2309229708,FV1133-621,39,30,1.2,1
TBNK2309229708,CJ1671-107,34.9,23,12.1,1
TBNK2309229708,FD0103-500,38.5,31,1,1
TBNK2309229708,FB8346-104,38.5,30,1,1
TBNK2309319376,DH8922-100,27.5,25,1.2,1
TBNK2309319376,DQ8992-700,33,17.7,12,1
ODO1694271171900749,DH0858-451,35,27.5,1.2,1
ODO1694271171900749,DC5095-010,36,27,0.9,1
ODO1694271171900749,DV0835-600,33.5,21.1,11.6,1
TBNK2309122245,DB9976-010,38.5,29,1,1
TBNK2309122245,DV3853-001,34.8,23,12,1
TBNK2309211027,DD5311-084,35.2,29,2.2,1
TBNK2309211027,DJ3624-002,34.8,23.8,12.6,1
